URL	Title	Year	Month	Subcategory	Type	Has FB	Backed Projects	Previous Projects	Creator Desc Len	Title Len	Goal	Duration	Pledge Levels	Min Pledge Tiers	Max Pledge Tiers	Proj Desc Len	Images	Videos	Has Video	Funded
https://www.kickstarter.com/projects/cowgirlem/once-upon-a-picture	Once Upon a Picture	2016	Apr	Illustration	Art	1	4	0	285	19	1079.32	30	16	7	157	2397	9	1	1	yes
https://www.kickstarter.com/projects/10642514/under-the-hood-an-art-book-by-sean-gordon-murphy	Under the Hood: An Art book by Sean Gordon Murphy	2016	Apr	Illustration	Art	1	12	8	55	49	10000	30	19	5	8000	1307	13	1	1	yes
https://www.kickstarter.com/projects/1108038598/kokoro	KOKORO	2016	Mar	Illustration	Art	0	0	0	637	6	792.28	45	5	6	113	3300	23	0	0	yes
https://www.kickstarter.com/projects/wizardsandunicorns/draw-cool-sh-t-sketchbook-of-graeme-mccormack-vol	Draw Cool Sh*t: Sketchbook of Graeme McCormack Vol 1	2016	Apr	Illustration	Art	1	0	0	317	52	996.12	21	4	0.77	77	2677	6	1	1	yes
https://www.kickstarter.com/projects/952405642/elleforthecompany-prints-to-support-our-move	Elleforthecompany Prints to support our move!	2016	Mar	Illustration	Art	0	0	0	204	45	2000	30	14	10	10000	864	10	0	0	yes
https://www.kickstarter.com/projects/pythontear/pt-apparel	PT Apparel	2016	Mar	Illustration	Art	1	0	0	337	10	600	45	6	5	100	1449	3	0	0	yes
https://www.kickstarter.com/projects/1722808047/epocha-hand-inking-celebrating-the-birth-of-a-nati	Epocha - Hand Inking celebrating the birth of a nation.	2016	Apr	Illustration	Art	1	143	18	221	55	1000	25	3	20	500	3158	3	1	1	yes
https://www.kickstarter.com/projects/1005151588/the-little-abc-book-of-horror	The Little ABC Book of Horror	2016	Apr	Illustration	Art	1	13	9	176	29	863.46	20	8	4	56	2141	9	1	1	yes
https://www.kickstarter.com/projects/1111900111/burl-and-fur	Burl & Fur	2016	Mar	Illustration	Art	0	0	0	161	14	14000	30	7	10	250	10067	15	1	1	yes
https://www.kickstarter.com/projects/299469641/pens-and-pedals	Pens & Pedals	2016	Apr	Illustration	Art	1	3	0	514	17	3000	21	5	10	300	4495	10	1	1	yes
https://www.kickstarter.com/projects/1030855242/bcu-illustration-show	BCU Illustration Show	2016	Feb	Illustration	Art	1	0	0	26	21	1439.1	58	7	7	140	1935	2	0	0	yes
https://www.kickstarter.com/projects/kayti/78-tarot-carnival	78 Tarot Carnival	2016	Mar	Illustration	Art	1	104	4	498	17	20000	29	14	1	250	17050	51	1	1	yes
https://www.kickstarter.com/projects/2018538689/deep-sea-gardens-coloring-book	Deep Sea Gardens Coloring Book	2016	Mar	Illustration	Art	1	0	2	272	30	500	30	8	1	100	2797	7	1	1	yes
https://www.kickstarter.com/projects/lapetitemachine/la-petite-machine	La Petite Machine	2016	Feb	Illustration	Art	1	0	0	518	17	6791.01	60	9	6	334	3467	0	1	1	yes
https://www.kickstarter.com/projects/1958824442/prohibition-the-worlds-first-ever-1920s-colouring	Prohibition: First Ever Colouring Book/Adult Coloring	2016	Mar	Illustration	Art	1	0	0	188	64	143.91	30	9	4	116	1993	5	1	1	yes
https://www.kickstarter.com/projects/462567791/holly-simple-tarot	"HOLLY SIMPLE TAROT - 78 CARD DECK	 TUCKBOX AND GUIDEBOOK!"	2016	Mar	Illustration	Art	1	2	0	511	57	5244	36	12	12	1000	5865	24	1	1	yes
https://www.kickstarter.com/projects/494171430/ulysse-et-penelope-au-zoo	Ulysse et P\xc3\xa9n\xc3\xa9lope au zoo	2016	Mar	Illustration	Art	1	4	0	380	39	4037.37	45	14	4	223	3174	9	1	1	yes
https://www.kickstarter.com/projects/artbyericah/special-edition-inspired-by-nature-adult-coloring	Special Edition - Inspired by Nature - Adult Coloring Book	2016	Mar	Illustration	Art	1	0	2	498	58	100	30	6	1	43	1182	6	1	1	yes
https://www.kickstarter.com/projects/agreyartistry/magnificent-marvelous-and-macabre-coloring-book	Magnificent Marvelous and Macabre Coloring Book	2016	Mar	Illustration	Art	1	2	0	329	47	4000	29	7	2	200	5287	20	2	1	yes
https://www.kickstarter.com/projects/1410842311/the-future-is-now-volume-two	The Future is Now - Volume Two	2016	Mar	Illustration	Art	0	10	0	210	30	20373.03	34	9	1.1	658	11222	24	1	1	yes
https://www.kickstarter.com/projects/578114575/day-of-the-dead-charlie-calavera-vinyl-stickers	Day of the Dead Charlie Calavera Vinyl Stickers	2016	Mar	Illustration	Art	1	21	24	120	47	250	14	9	2	35	854	2	0	0	yes
https://www.kickstarter.com/projects/myantz/yin-yang-sugar-skull-sticker-and-button	Yin Yang Sugar Skull Sticker & Button	2016	Mar	Illustration	Art	0	42	9	49	41	200	15	7	2	30	2210	5	0	0	yes
https://www.kickstarter.com/projects/1212200420/best-season-ever	Best Season Ever	2016	Mar	Illustration	Art	0	14	0	255	16	14000	30	42	1	4000	6708	15	1	1	yes
https://www.kickstarter.com/projects/psummerfield/new-frontiers-a-coloring-book-for-everybody	New Frontiers - A Coloring Book for Everybody	2016	Mar	Illustration	Art	1	18	2	577	45	2298.75	25	16	4	756	1669	26	0	0	yes
https://www.kickstarter.com/projects/997038545/drakon-infinitus-bamboo-prints	Drakon Infinitus Bamboo Prints	2016	Mar	Illustration	Art	1	6	0	524	30	600	30	8	1	550	1467	3	1	1	yes
https://www.kickstarter.com/projects/pookiesworld/pookie-cat-tarot-cat-rot-cards-when-divination-met	Pookie Cat Tarot (CAT-rot) cards - when divination met a cat	2016	Mar	Illustration	Art	0	1	2	457	60	1131.84	30	13	1.1	165	3833	15	1	1	yes
https://www.kickstarter.com/projects/936022058/little-batman-vs-superman-stickers	Little Batman V Superman Stickers	2016	Mar	Illustration	Art	1	29	6	96	33	400	35	12	2	35	1288	2	0	0	yes
https://www.kickstarter.com/projects/liamironsart/liam-irons-artwork	Liam Irons Artwork	2016	Mar	Illustration	Art	1	0	0	499	18	503.68	30	3	21	70	1623	14	1	1	yes
https://www.kickstarter.com/projects/1155592439/the-art-of-beer-abcs-of-beer-bottle-art-beach-edit	"The Art of Beer: ABCs of Beer Bottle Art	 Beach Edition"	2016	Feb	Illustration	Art	0	13	0	505	55	1128	32	8	1	100	5981	2	1	1	yes
https://www.kickstarter.com/projects/717858090/madam-mezmereldas-dark-steampunk-coloring-book-for	Madam Mezmerelda's Dark Steampunk Coloring Book for Adults	2016	Mar	Illustration	Art	1	13	0	498	62	950	30	12	1	360	2518	0	1	1	yes
https://www.kickstarter.com/projects/965565965/a-graphic-novel-about-a-genetically-engineered-chi	A graphic novel about a genetically engineered Chimera.	2016	Apr	Illustration	Art	1	0	0	215	55	2500	30	1	15	15	1119	0	0	0	no
https://www.kickstarter.com/projects/217466622/a-database-of-free-images-for-speech-therapists	A database of free images for speech therapists	2016	Mar	Illustration	Art	0	0	0	628	47	3395.5	60	4	5	54	4172	0	0	0	no
https://www.kickstarter.com/projects/332574760/iga-shadow-demon-limited-edition-print	Iga Shadow Demon Limited Edition Print	2016	Apr	Illustration	Art	0	0	0	503	38	1200	15	2	5	20	1422	0	0	0	no
https://www.kickstarter.com/projects/1175370541/ranieri-revolution-limited-edition-a1-illustrated	Ranieri Revolution Limited Edition A1 Illustrated Posters	2016	Apr	Illustration	Art	0	0	2	514	57	3597.74	21	4	4	141	3926	6	0	0	no
https://www.kickstarter.com/projects/1068978017/a-half-century-of-wildlife-cartoons-by-kent-olson	A Half Century of Wildlife Cartoons by Kent Olson	2016	Apr	Illustration	Art	1	0	0	513	49	20000	30	6	5	1500	3755	10	1	1	no
https://www.kickstarter.com/projects/christiankaye/childrens-book-to-inspire-creativity-and-imaginati	Childrens book to Inspire creativity and imagination	2016	Apr	Illustration	Art	0	0	0	523	52	14390.95	30	1	36	36	2887	0	0	0	no
https://www.kickstarter.com/projects/736252155/ancient-aviators-coloring-book	Ancient Aviators Coloring Book	2016	Mar	Illustration	Art	1	6	0	503	30	4000	32	10	5	2000	5799	5	1	1	no
https://www.kickstarter.com/projects/1269636129/paddy-the-beaver	Paddy the Beaver	2016	Apr	Illustration	Art	0	0	0	265	16	9578.12	30	2	15	385	2250	0	0	0	no
https://www.kickstarter.com/projects/oddburton/a-coloring-book-for-people-who-love-animals	Endangered Animals Coloring Book	2016	Mar	Illustration	Art	1	13	0	506	32	65000	34	12	1	10000	7550	21	1	1	no
https://www.kickstarter.com/projects/2135935308/christmas-childrens-book	Christmas children's book	2016	Apr	Illustration	Art	0	0	0	125	29	2000	13	1	10	10	643	0	0	0	no
https://www.kickstarter.com/projects/298560445/the-strange-case-of-heidi-jekyll	The Strange Case Of Heidi Jekyll	2016	Mar	Illustration	Art	1	0	0	378	32	2158.64	30	5	7	71	2031	13	0	0	no
https://www.kickstarter.com/projects/253922454/banana-riding-a-t-rex-shirts-and-vinyl-stickers	Banana Riding a T-Rex Shirts and Vinyl Stickers	2016	Mar	Illustration	Art	1	16	2	501	47	500	30	9	1	150	3524	3	0	0	no
https://www.kickstarter.com/projects/961157198/1-for-5-printable-calendars-perfect-for-adult-colo	$1 for 5 Printable Calendars - Perfect for Adult Coloring	2016	Mar	Illustration	Art	0	0	0	308	57	3000	30	1	1	1	1412	11	0	0	no
https://www.kickstarter.com/projects/1326033441/my-first-art-show-0	Thomcat23's First Art Show	2016	Mar	Illustration	Art	0	0	0	506	30	800	18	4	2	50	623	0	0	0	no
https://www.kickstarter.com/projects/1534318220/today-i-ate-two-books-for-colorblind-children	Today I Ate... (two books for colorblind children)	2016	Mar	Illustration	Art	0	2	0	332	50	3500	30	6	20	200	2870	6	4	1	no
https://www.kickstarter.com/projects/961385978/black-artery-studios-funding	Manga Studio Funding	2016	Feb	Illustration	Art	0	0	0	505	20	20000	60	6	20	1200	1815	0	1	1	no
https://www.kickstarter.com/projects/865194160/the-living-garden-fine-art-and-coloring-book-steph	"The Living Garden Fine Art and Coloring Book	 Stephanie Lee"	2016	Mar	Illustration	Art	0	4	3	522	59	3831.25	30	3	1.51	95	1180	7	0	0	no
https://www.kickstarter.com/projects/1102422536/the-broke-kanye-coloring-book	The Broke Kanye Coloring Book	2016	Mar	Illustration	Art	0	1	0	470	29	1000	30	6	1	55	1968	1	1	1	no
https://www.kickstarter.com/projects/1426353272/1st-safety-education-for-kids	1st Safety Education for Kids	2016	Mar	Illustration	Art	0	0	0	187	29	5000	30	6	5	1000	767	0	0	0	no
https://www.kickstarter.com/projects/1039266631/mashup-sticker-art	mashup sticker art	2016	Mar	Illustration	Art	0	0	0	84	18	339.55	30	1	11	11	642	0	0	0	no
https://www.kickstarter.com/projects/1223587341/comics-fur-die-wand-comics-for-your-wall	Comics f\xc3\xbcr die Wand / Comics for Your Wall	2016	Feb	Illustration	Art	0	0	0	0	49	16977.52	45	4	110	441	10887	18	1	1	no
https://www.kickstarter.com/projects/934401297/handmade-plushies-for-you	5$ Drawings and Handmade Plushies for You!	2016	Mar	Illustration	Art	0	0	2	19	42	153.25	30	6	4	41	716	12	0	0	no
https://www.kickstarter.com/projects/386908991/pet-project-custom-pet-signs	Pet Project Custom Pet Signs	2016	Mar	Illustration	Art	0	1	0	523	28	4597.5	30	5	1.48	15	3820	9	0	0	no
https://www.kickstarter.com/projects/1999202468/jessicas-art-and-mission-trip-to-israel	Jessica's Art & Mission Trip to Israel! (Canceled)	2016	Apr	Illustration	Art	1	0	0	186	58	4000	30	8	10	1000	5678	7	0	0	no
https://www.kickstarter.com/projects/415127198/bowie-vs-warhol-a-series-of-pop-art-inspired-mash	Bowie vs Warhol a series of pop art inspired mash ups	2016	Apr	Illustration	Art	0	0	0	473	53	766.25	30	3	19	154	2175	12	1	1	no
https://www.kickstarter.com/projects/nowherestudios/aaron-wood-art-prints	Aaron Wood art prints (Canceled)	2016	Apr	Illustration	Art	0	0	0	217	32	4317.28	30	11	7	14	1038	6	0	0	no
https://www.kickstarter.com/projects/1072708010/caribbean-blue-artbook	Caribbean Blue Artbook - (Canceled)	2016	Apr	Illustration	Art	0	1	5	191	35	15000	29	6	5	500	755	0	1	1	no
https://www.kickstarter.com/projects/1005151588/my-first-horror-alphabet-book	The Little Book of ABC Horror (Canceled)	2016	Mar	Illustration	Art	1	13	9	176	40	1726.91	30	11	2.88	115	1934	8	1	1	no
https://www.kickstarter.com/projects/danielbradford/lobby-zombies-magnets-for-your-fridge	Lobby Zombies! - Magnets for Your Fridge (Canceled)	2016	Mar	Illustration	Art	1	2	4	590	51	400	31	9	15	100	478	4	0	0	yes
https://www.kickstarter.com/projects/1033281443/fashion-coloring-book-for-adults	Fashion Coloring Book (Canceled)	2016	Feb	Illustration	Art	0	1	2	257	32	3400	60	8	1	50	1506	6	0	0	no
https://www.kickstarter.com/projects/ethony/awakened-soul-oracle-deck	Awakened Soul Oracle Deck	2016	Apr	Painting	Art	1	79	0	503	25	15325	30	12	8	1022	5435	21	1	1	yes
https://www.kickstarter.com/projects/southcottandjones/southcott-and-jones-summer-exhibition	Southcott and Jones Summer Exhibition	2016	Apr	Painting	Art	1	1	0	344	37	1439.1	30	3	14	356	2240	5	0	0	yes
https://www.kickstarter.com/projects/3djoes/collecting-the-art-of-gi-joe-volume-3-1986-1987	Collecting the art of G.I. Joe: Volume 3 (1986-1987)	2016	Apr	Painting	Art	1	7	4	206	52	15000	16	11	10	1000	6434	6	1	1	yes
https://www.kickstarter.com/projects/1696119948/brighton-fine-art-painting-degree-show	Brighton Fine Art Painting Degree Show	2016	Apr	Painting	Art	1	0	0	9	38	1439.1	30	7	7	143	1752	28	0	0	yes
https://www.kickstarter.com/projects/artistamanda/wildlife-art-prints-polar-bear-tigers-and-meerkats	"Wildlife Art Prints: Polar Bear	 Tigers	 and Meerkats"	2016	Apr	Painting	Art	1	40	0	316	53	375	29	9	1	375	7367	13	1	1	yes
https://www.kickstarter.com/projects/1998114976/the-art-of-mike-hernandez	The Art of Mike Hernandez	2016	Mar	Painting	Art	0	0	0	282	25	18000	30	12	2	5000	1652	13	1	1	yes
https://www.kickstarter.com/projects/2033025128/need-prints-so-i-can-sell-them-on-my-etsy-page	Need prints so i can sell them on my etsy page!!	2016	Mar	Painting	Art	0	0	0	230	48	300	30	7	5	60	550	3	0	0	yes
https://www.kickstarter.com/projects/2131495141/fox-fables	Hand Drawn Mini Art Prints	2016	Mar	Painting	Art	0	3	2	493	26	100	30	11	1	100	4175	6	1	1	yes
https://www.kickstarter.com/projects/400067108/miss-mias-masterpiece	Miss Mia's Masterpiece	2016	Apr	Painting	Art	0	0	0	215	26	1000	15	3	30	100	1811	1	0	0	no
https://www.kickstarter.com/projects/1385670231/hugo-pieters-paintings	Hugo Pieters Paintings	2016	Mar	Painting	Art	1	0	0	366	22	3831.25	30	1	38	38	844	0	0	0	no
https://www.kickstarter.com/projects/1618419767/art-for-supplies	Art for supplies	2016	Mar	Painting	Art	0	0	0	223	16	15000	60	7	5	1000	1497	0	0	0	no
https://www.kickstarter.com/projects/1425482782/the-savage-painter	The Savage Painter	2016	Mar	Painting	Art	0	0	0	507	18	4000	30	3	10	100	2099	0	0	0	no
https://www.kickstarter.com/projects/466352642/help-me-prepare-for-an-upcoming-art-show	Help me prepare for an upcoming art show	2016	Mar	Painting	Art	0	0	0	361	40	1200	45	1	150	150	765	0	0	0	no
https://www.kickstarter.com/projects/1620938142/franciscos-interactive-negative-positive-paintings	francisco's interactive negative/positive paintings	2016	Mar	Painting	Art	1	0	0	500	55	4120	30	7	1	400	1289	0	1	1	no
https://www.kickstarter.com/projects/995883958/art-for-a-reason	Art for a reason	2016	Mar	Painting	Art	1	0	2	150	16	5000	30	8	75	5000	1095	0	0	0	no
https://www.kickstarter.com/projects/383424272/art-of-recovery-52-weeks-of-healing-in-action	Achieving Mental Wellness: 52 Weeks of Healing in Action	2016	Mar	Painting	Art	0	1	0	499	56	1000	30	4	1	100	1377	2	1	1	no
https://www.kickstarter.com/projects/myartbylisa/artist-on-the-dawn-of-her-creativity-needs-help	Artist on the Dawn of Her Creativity Needs Help	2016	Mar	Painting	Art	1	1	0	502	47	3300	30	2	60	100	1119	0	0	0	no
https://www.kickstarter.com/projects/1125713467/faces-of-freedom-calling-for-the-end-of-modern-day	Faces of Freedom-Calling for the end of Modern Day Slavery	2016	Mar	Painting	Art	0	0	0	360	58	25000	45	5	25	1000	2609	4	1	1	no
https://www.kickstarter.com/projects/1395359268/united-intuitive-painting	United Intuitive Painting	2016	Mar	Painting	Art	1	2	0	495	25	3000	30	1	1	1	1686	0	0	0	no
https://www.kickstarter.com/projects/1894299678/painting-for-people	Painting for People	2016	Feb	Painting	Art	0	0	0	336	19	3831.25	60	2	18	108	1128	0	0	0	no
https://www.kickstarter.com/projects/2105803261/a-collective-portrait-of-the-human-spirit	A Collective Portrait of the Human Spirit	2016	Mar	Painting	Art	1	0	0	366	41	500	30	4	10	300	2244	0	0	0	no
https://www.kickstarter.com/projects/1019007824/the-charlie-chittenden-portrait-challenge	"Celebrities Let me Paint them	 I Could Paint You !!!"	2016	Mar	Painting	Art	0	0	0	500	52	10793.21	30	5	7	213	904	0	1	1	no
https://www.kickstarter.com/projects/1718676466/bitcoin-paintings	Bitcoin paintings	2016	Mar	Painting	Art	0	0	0	600	17	22636.7	30	3	99	303	2190	4	1	1	no
https://www.kickstarter.com/projects/1207022190/myart-by-mykeala-belion	My'Art by My'Keala Belion	2016	Mar	Painting	Art	1	0	0	232	33	600	30	1	25	25	1535	0	0	0	no
https://www.kickstarter.com/projects/117205638/the-cross-project	The Cross Project	2016	Feb	Painting	Art	0	1	0	486	17	2145.5	40	2	15	73	1149	0	0	0	no
https://www.kickstarter.com/projects/2030803663/help-create-merchandise-from-original-visionary-ar	Help Create merchandise from original visionary art designs	2016	Feb	Painting	Art	1	0	0	283	59	45975	60	7	0.72	539	832	0	1	1	no
https://www.kickstarter.com/projects/748267113/mr-babes-needs-a-new-studio-and-maybe-even-a-showr	Mr. Babes Needs A New Studio (& Maybe Even A Showroom)	2016	Mar	Painting	Art	1	0	0	453	58	4000	21	4	20	1200	849	3	1	1	no
https://www.kickstarter.com/projects/nakedcity/sin-carteles-no-puedo-exponer-ayuda-para-hacerlos	Sin carteles no puedo exponer... ayuda para imprimirlos!	2016	Mar	Painting	Art	1	0	0	6	56	452.73	20	6	1.12	89	1521	6	0	0	no
https://www.kickstarter.com/projects/747496835/paris-seminar-donation-fund-wwwparisseminarcom	Paris Seminar Donation Fund - www.parisseminar.com	2016	Feb	Painting	Art	1	0	0	505	62	2500	60	5	25	500	5360	0	0	0	no
https://www.kickstarter.com/projects/1325321935/revitalizing-youth-incs-childrens-art-exhibition	Revitalizing Youth Inc's Children's Art Exhibition	2016	Mar	Painting	Art	1	2	0	499	58	8000	30	9	1	500	2915	6	0	0	no
https://www.kickstarter.com/projects/jasonluper/beautiful-and-unique-micro-paintings	Beautiful & Unique Micro Paintings	2016	Mar	Painting	Art	1	0	0	71	50	3850	30	6	5	250	4459	3	0	0	no
https://www.kickstarter.com/projects/1198917759/disney-inspired-lettering	Disney Inspired Lettering (Canceled)	2016	Mar	Painting	Art	0	0	0	187	36	766.25	60	1	15	15	253	0	0	0	no
https://www.kickstarter.com/projects/lindsayrapp/magical-women-and-oceans-artist-painting-series-pr	Magical Muses & Oceans - Artist Painting Series Project	2016	Apr	Painting	Art	1	1	0	496	59	3000	30	2	20	100	3270	18	1	1	no
https://www.kickstarter.com/projects/2116379119/lineism-jereen-susan-john-renjen	Lineism-Jereen Susan John Renjen (Canceled)	2016	Apr	Painting	Art	1	0	0	520	43	11884.27	20	4	282	7898	1451	10	0	0	no
https://www.kickstarter.com/projects/895635094/skateboard-stencil-art-via-3d-laser-printing	Skateboard Stencil Art via 3D Laser Printing (Canceled)	2016	Mar	Painting	Art	0	0	0	349	55	6000	60	8	1	200	4294	10	1	1	no
https://www.kickstarter.com/projects/1915693377/nueva-serie-de-pinturas-obras-en-gran-formato	Nueva serie de pinturas (obras en gran formato) (Canceled)	2016	Mar	Painting	Art	1	0	0	626	58	14238.48	30	2	34	710	2728	5	1	1	no
https://www.kickstarter.com/projects/809755108/nothing-less-art-and-custom-airbrushing	Nothing Less Art & Custom Airbrushing (Canceled)	2016	Apr	Painting	Art	1	0	2	499	52	1500	15	6	25	500	2486	0	1	1	no
https://www.kickstarter.com/projects/1553061112/era-50-years-of-art-by-oleg-shapkin-volume-one	Era - 50 Years of Art by Oleg Shapkin (Canceled)	2016	Mar	Painting	Art	1	10	8	156	48	3000	30	7	5	500	2409	17	1	1	no
https://www.kickstarter.com/projects/941552379/nyctophilia	[nyctophilia]	2016	Apr	Performance Art	Art	0	1	0	390	13	719.55	20	4	14	141	1535	0	0	0	yes
https://www.kickstarter.com/projects/dananddave/cardistry-con-2016	Cardistry-Con 2016	2016	Apr	Performance Art	Art	1	8	2	505	18	20000	30	3	10	125	7296	10	1	1	yes
https://www.kickstarter.com/projects/1472533399/drewbies-world-tour-dolbeau-mistassini	Drewbies World Tour - Dolbeau-Mistassini	2016	Mar	Performance Art	Art	0	0	0	661	40	76.62	25	4	4	38	594	0	1	1	yes
https://www.kickstarter.com/projects/1830112662/bump-button-universal-movement-project	BUMP (Button Universal Movement Project)	2016	Mar	Performance Art	Art	1	0	0	494	40	3000	30	3	10	50	1415	0	1	1	yes
https://www.kickstarter.com/projects/1788817452/air-saber-prop-for-magicians-balloon-artists-and-c	Air Saber Prop for Magicians Balloon Artists and Cosplayers	2016	Mar	Performance Art	Art	1	26	0	295	59	5000	24	8	5	750	5768	0	1	1	yes
https://www.kickstarter.com/projects/1250956149/semplacer-accueil-des-nouveaux-arrivants-par-lart	S'emplacer | Accueil des nouveaux arrivants par l'art actuel	2016	Mar	Performance Art	Art	0	0	0	606	68	2298.75	30	7	4	375	7579	10	1	1	yes
https://www.kickstarter.com/projects/850321425/institute-of-artivism-instituto-de-artivismo-hanna	Institute of Artivism / Instituto de Artivismo Hannah Arendt	2016	Mar	Performance Art	Art	0	3	0	551	60	100000	34	24	1	10000	5632	1	1	1	yes
https://www.kickstarter.com/projects/1371513175/el-canto-detras-del-machete-the-song-behind-the-ma	El canto detr\xc3\xa1s del machete: The Song Behind the Machete	2016	Mar	Performance Art	Art	1	1	0	175	63	4000	30	2	1	20	8649	0	1	1	yes
https://www.kickstarter.com/projects/prana/the-most-simple-meditation	The Most Simple Meditation	2016	Apr	Performance Art	Art	0	0	2	0	26	13383.58	14	3	26	51	908	0	0	0	no
https://www.kickstarter.com/projects/1090391411/opulent-beauty-bar-and-spa	Opulent Beauty Bar and Spa	2016	Mar	Performance Art	Art	1	0	0	496	26	35000	29	5	25	250	3392	6	0	0	no
https://www.kickstarter.com/projects/36075468/piece-de-theatre-holographique-revue-holographique	Holographic Show- Spectacle holographique	2016	Mar	Performance Art	Art	1	0	2	626	41	50342.62	43	9	0.75	522	6052	0	1	1	no
https://www.kickstarter.com/projects/michaelperri/heart-the-arts-summer-festival	Heart the Arts Summer Festival	2016	Mar	Performance Art	Art	1	1	2	508	30	100000	30	10	1	10000	4485	4	0	0	no
https://www.kickstarter.com/projects/1347641702/rowdydowdy-fort-pryor	RowdyDowdy@ Fort Pryor	2016	Mar	Performance Art	Art	1	0	0	94	22	1500	45	1	1	1	1180	0	0	0	no
https://www.kickstarter.com/projects/1877287052/4th-wall-cosplay	4th Wall Cosplay	2016	Feb	Performance Art	Art	0	0	0	497	16	275000	60	1	100	100	2655	0	0	0	no
https://www.kickstarter.com/projects/985934171/expanding-students-horizons-through-the-arts	Expanding Student's Horizons Through the Arts	2016	Mar	Performance Art	Art	1	0	0	347	49	2000	23	1	25	25	887	0	0	0	no
https://www.kickstarter.com/projects/1516585812/stump-trump-with-binding-ritual	Stump Trump with Magic from the Earth.	2016	Mar	Performance Art	Art	0	0	0	145	38	100	30	7	5	5000	1878	0	0	0	no
https://www.kickstarter.com/projects/121105838/artlysium-presents-the-broken-world-project-by-bry-0	Artlysium Presents The Broken World Project by Bryan Hill	2016	Mar	Performance Art	Art	1	0	3	506	57	15000	26	8	10	1000	3389	0	1	1	no
https://www.kickstarter.com/projects/328702596/new-england-balloon-art-academy	New England Balloon Art Academy	2016	Mar	Performance Art	Art	1	0	0	109	31	5000	30	3	10	25	1318	0	0	0	no
https://www.kickstarter.com/projects/1035685841/coachellascope-2017	COACHELLASCOPE 2017! (Canceled)	2016	Apr	Performance Art	Art	1	0	0	500	31	15000	30	3	50	300	3260	0	0	0	no
https://www.kickstarter.com/projects/1007968674/artistic-collaboration-2016	artistic collaboration 2016 (Canceled)	2016	Feb	Performance Art	Art	0	0	0	231	38	1697.75	60	1	167	167	1728	1	0	0	no
https://www.kickstarter.com/projects/1347192208/halfling-crafts-first-convention	Halfling Crafts'First Convention	2016	Mar	Sculpture	Art	0	1	0	679	37	175	30	32	1	175	4398	0	0	0	yes
https://www.kickstarter.com/projects/twofriendsmedia/two-friends-media	Two Friends Media	2016	Mar	Sculpture	Art	1	8	0	538	17	5900	25	8	10	1000	6971	9	1	1	yes
https://www.kickstarter.com/projects/1433188379/hands-project	Hands Project	2016	Mar	Sculpture	Art	1	2	0	509	13	2350	31	6	5	9750	1201	0	1	1	yes
https://www.kickstarter.com/projects/reflejodebuddha/por-que-reflejo-de-buddha-no-tiene-un-buda	\xc2\xbfPor qu\xc3\xa9 Reflejo de Buddha no tiene un BUDA?	2016	Apr	Sculpture	Art	1	0	0	619	58	20512.25	26	26	1.14	6840	11496	19	1	1	no
https://www.kickstarter.com/projects/476611010/recycled-metalworks	Recycled MetalWorks	2016	Mar	Sculpture	Art	0	0	0	497	19	10000	60	3	20	200	1124	0	0	0	no
